no,nickname,text,score,like,time,hotel,grade,stay
970,현진 정,"제주도 오면 꼭 와 보고 싶은 호텔이었어요. 시설 등은 아담하고, 침구 깨끗하고... 혼자여행이나 친구여행에 좋아보이네요. 전 40대라서 ㅎㅎ 별 하나 뺐습니다. 2층 벙커 침대로 선택",4,9,2020.10,플레이스,3,2020.10
971,Areum,"혼여, 뚜벅이 여행에 최적화되어있네요. 1박당 3만 원대 가격으로 성산일출봉이 보이는 발코니 방을 사용한다는 것이 가장 큰 메리트입니다. 캠프 단지 내에 카페 도렐(커피 맛있음), 음식점(한군데 갔는데 맛없었음), 편의점 다 있어서 편합니다. 광치기 해변까지 슬슬 걸어가기 딱 좋고, 걸어가는길에 스벅도 있습니다. 동네 쪽으로 걸어가면 맛나식당(갈치조림 굳), 동남팔팔(고등어회 포장), 어머니 닭집 등 맛집도 있습니다. 단, 모든 분들이 후기에 적은것 처럼 방음이 최악입니다. 복도에서건 방에서건 떠드는 소리 다 들리고, 옆방에서 벽을 똑똑거리는 미친자 때문에 흠칫 놀랬고, 침대가 철제라 소음이 나서 저 자신도 조심하게 됩니다. 제방엔 귀마개가 따로 없어서 이어폰 끼고 잤습니다. 그럼에도! 혼자 뚜벅이로 제주도를 또 가게된다면 플레이스캠프를 찾게 될 것 같습니다.",3,6,2020.02,플레이스,3,2020.02
972,Y.Silver,"이번에 두번째로 찾아간 호텔입니다. 사실 호텔 객실 자체는 너무 좁고, 방음도 좋지 않습니다. 근데 자꾸 생각나는 호텔입니다ㅋㅋ 자체적으로 여러가지 재미있는 프로그램을 운영하고 있고 (저 같은 경우 야간에 출발하는 용눈이 오름 투어를 참여했었습니다. 강추!) 기념품샵이나, 여러 식당 및 커피숍도 있고 객실 외적으로 다른 시설이나 분위기는 상당히 트렌디하고 힙한 느낌입니다. 손님 거의 대부분이 20대~30대 젊은 층인듯해요. 진짜 객실만 좀 더 넓었으면 더 좋았을텐데..나홀로 여행객들에겐 사이즈가 맞을 것같네요.",4,0,2019.12,플레이스,3,2019.12
973,Woo K,"인스타보고 재밌고 특이한 숙소일거 같아서 예약했는데, 하지만 막상 묵어보니 우린 이게 컨셉이다.라고 당당하기엔 너무나 기본이 안된 단점들이 많았다. 첫번째 방음. 분명 난 개인룸이었는데 도미토리를 쓰는 듯한 옆방의 대화소리 전화벨소리는 양반이고 XX하는 소리까지 아주 잘들림. 화장실을 보고 제일 놀라건 통유리창 보다도 변기 옆에 그대로 노출된 오폐수 파이프. 볼일보고 내린 오물이 지나가는 파이프를 마감처리도 안하고 어떻게 노출해버릴 수 있는지, 별4개 받은 호텔 맞나? 뭔가 배우고 체험하는 프로그램들이 있었지만 딱히 하고 싶지 않았던 분위기..이건 어찌 설명하기 애매하지만 직원들이 약간 억지로 하는 느낌이랄까? 그리고 광장에서 늦게까지 큰소리로 떠들면서 술마시는 단체 관광객들이 있었는데 직원들이 밤 12시가 넘어도 제재하지 않아서 불쾌했다. 규모는 호텔인데 객실은 게하같고 운영은 알바같은 허술한 느낌. 카페나 음식점, 밤까지 하는 술집이 있는 부분은 좋았는데 이럴거면 플레이스 바로 근처에 호텔에서 숙박하고 플레이스의 기타 시설만 이용하는게 좋았겠네 싶었다. 3만원에 묵었는데 '가성비'라는 장점은 인정하지만 만일 가격이 오른다면 냉정하게 비추천.",1,0,2019.07,플레이스,3,2019.06
974,Hannah11s,"홀로 여행와서 묵기 좋네요. 가성비 최고. 어줍짢은 게스트하우스에서 묵는것보다 여기가 좋네요. 게스트하우스 욕실사용도 불편하지만 여긴 개인욕실있고, 여기 방음이 잘안되지만 게스트하우스에 비하면 천국이죠. 저는 라디오나 음악틀어놓고있어서 다른방 소음 신경안썼어요. 2인룸 (더블 스탠다드)에서 혼자 묵었구요. 더블침대이긴 하나 퀸이나 킹 베드에 익숙해져있어서, 2명이 자기에는 좁은거같아요. 둘이 안고자면 모를까.. 숙소에서 자체 운영하는 식당들이나 프로그램도 좋네요. 다음에 다시 제주도 혼자여행와서 숙박 여기서 할거에요. 칫솔,치약 없음. 샴푸,헤어컨디셔너,바디워시 있음. 1회용으로. 대기업화장품들 제조하는 회사(제조사 콜마) 제품이구요. 민감한분 아니고 시중 제품 쓰시는분이라면 무난한 세정제들이에요. 1회용 실내화있구요. 1일 1병 생수 무료제공. 헤어드라이기 있구요. 프리 와이파이 잘터집니다. 엘리베이터있고, 옥상개방되어 있음. 복도에 제빙기, 정수기있음. (냉수,온수) 수건 질좋고 깨끗함. 매일 수건 교체해줌. 수건교체와 룸청소는 제가 거부했어요. (환경오염을 조금이라도 줄이고자) 1층에 음료 자판기있음. 가장 가까운 편의점은 더베스트 제주 성산호텔 1층에 세븐일레븐 편의점 있어요.",5,15,2019.06,플레이스,3,2019.06
975,Han_Lisa,"우도와 성산일출봉을 묶어서 가려고 예약한 곳입니다. 단순히 가격 때문이었는데, 막상 가 보니 자체적으로 운영하고 있는 프로그램들이 너무 다양해서 다음 번에 방문할 때는 이 프로그램만을 위해서라도 오고 싶다는 생각이 들었습니다. 아쉬운 것은 방음이 너무 안 된다는 것인데, 다행인지(?) 귀마개를 주시더라구요. 덕분에 잘 잘수 있었습니다.",4,20,2019.06,플레이스,3,2019.06
976,mintyoung,"이 호텔은 객실때문에 온다기보단 전체적인 분위기 호텔 내 다양한 프로그램들, 주말시장, 식음업장 이용때문이 더 큰것같다. 호텔의 취지인 not just hotel 이라는 것만 봐도 호텔이라 하기엔 작은 객실과 즐길거리를 위해 티비 냉장고등을 없애버린 과감함이 놀랍다. 나 또한 호텔의 취지에 맞게 3박4일 동안 이것저것 프로그램을 이용해보았는데 만족하였다. 객실은 그냥 아무것도 안하고 쉬기에 편한곳이며, 근처 스타벅스 도보3분, 편의점 1분, 성산일출봉 택시 기본요금으로 위치도 적당하다! 이 호텔에 온다면 요가프로그램 꼭 해보길바란다. 내몸이 이모양이던가를 알 수 있다. 음. 하고싶은말이 더 많지만 여기까지만!",4,39,2019.04,플레이스,3,2019.04
977,돼철이,2020년 8월 8일체크인을 4시 30분에 체크인하여 숙소에.들어왔습니다. 하지만 5시경 호텔직원분이 수건을 확인한다고 하여 노크만하고 불쑥들어왔다 나갔습니다. 프론트에 전화해서 상황살명을 하였으나 죄송하다는 말만하고 추후 조취 내용이나 사정설명 없이 마무리 하였네요. 만약 샤워중이었거나 옷을 갈아입는 중이였으면 많이 불편한 상황이었을 것입니다. 방에서 냄새가 나는 것 말고는 전체적으로 괜찮았습니다.,1,0,2020.09,골든튤립제주성산호텔,3,2020.08
978,soyeonk221,"1. 씻으려고 화장실 가니 남이 꼈던 갈색 렌즈 두개가 가지런히 놓여 있었음. 2. 샤워실 배수가 미친듯이 안 되어서 물이 밖으로 새어 나옴 위 두 건을 입실 한 날과 다음날 외출 하면서 말 해서 총 두 번을 프론에 말 했지만 고쳐지도 치워지지도 않음. 물이 밖으로 새어 나온것 때매 넘어질 뻔 함. 3. 놓고 온 충전기 없다고만 주장. 놓고온 내가 잘못 이지만 처음에 전화 했을 때 받았던 남직원은 내 말을 다 짤라먹고 보관중인 충전기 없어요 시종일관 주장. 다음날 다시 전화 하니 여 직원이 지금 서버가 멈췄으니 내일 다시 전화 해 달라고 요구. 아니 서버가 멈추면 체크인은 어떻게들 받으시나요. 그리고 그쪽 서버가 멈춘건데 왜 콜백이 아니라 내가 다시 전화 해야하나요. 다음날 다시 전화 하니 없다고만 하네요 분명 놓고 왔는데. 제가 투숙 중 아무리 1,2번으로 짜증이 났어도 성수기니 바쁘니 확인이 잘 안 됐겠구나 라고 참고 넘어갔지만 전화 통화했던 남자 직원과 여자 직원의 고객 말 짤라먹고 응대하는 태도에 불만이라 후기 남김.",1,0,2020.08,골든튤립제주성산호텔,3,2020.08
979,inaekang,성산일출봉 근처 호텔로 도보거리에 스타벅스가 있습니다. 그 외는 근처에 별건 없습니다. 이 정도 가격대 호텔에 조식뷔페까지 갖춰져있고 가짓수도 꽤 많으며 맛도 있어서 만족했습니다. 룸은 작은 비즈니스호텔 정도이고 서비스도 적당한 편입니다 다만 베드는 좀 아쉬운 편입니다.,3,2,2020.03,골든튤립제주성산호텔,3,2019.10
980,Inho Yi,이번 제주여행 중 머물게 된 첫 숙소였는데 다른것보다 샤워부스 마감을 제대로 못한게 너무 어이없었습니다 물막이만 붙혀도 문제가 안될꺼를 빈틈을 만들어놔서 욕실에 물이 흥건하게 고였었습니다 나중에 미끄럼 사고 일어나면 어쩌려고 아직까지 이대로 냅둔지 모르겠네요 발매트도 없어서 원래 없는가보다하고 그냥 자려고 했더니 옷장안에 있는 종이에 발매트 가격이 5천원 적혀있길래 나중에 뒤집어 쓰는거 아닌가 하고 프론트가서 남자직원분께 달라고했네요 조식은 먹을만했습니다,1,1,2020.01,골든튤립제주성산호텔,3,2020.01
981,MAKCHA79,"트리플 룸에서 묵었는데, 공간이 약간 좁긴 하지만 조식 포함한 가격에 비하면 아주 괜찮다. 가까이에 섭지코지와 성산일출봉도 있고 바로 앞 횟집과 만두집도 있다",4,61,2019.12,골든튤립제주성산호텔,3,2019.12
982,박건호,"가성비는 훌륭하지만 호텔이라고 하기엔 좀 아쉬움이 있습니다. 야외 수영장은 입장료가 성인 10,000원이고 어린이는 6,000원 입니다. 숙박을 하면 루프탑에서 방마다 음료 쿠폰 1개가 제공됩니다. 수영장은 어른이 놀기보다는 어린이들이 놀기 좋습니다(수심이 낮아서 배꼽이 물밖으로 나올지경입니다^^) 바닷물을 이용하는지 모르겠지만 약간 짭니다. 수질은 약간 더러워 보입니다. 수영장 바깥쪽에 조그만(아이가 들어갈만한) 배수로 같은게 있는데 아이들이 거기를 갔다 오기도 합니다. *비가 오거나 바람이 많이 불면 수영시설을 이용할 수 없습니다. 객실이 250개 정도 되면서 주차구역은 50개 남짓 됩니다. 숙소에 차를 대려면 저녁시간 되기 전에 들어와야 합니다. 주변에 무료 주차장이 2~3개 정도 있긴하나 그마저도 조금만 늦으면 제일 먼곳(도보로 8분정도)에 주차해야합니다. 조식은 가성비가 좋다거나 훌륭하지 않습니다. 좀 별로입니다. 1인에 17,000원입니다. 종류는 한식, 양식, 샐러드, 후식/과일로 구분할 수있습니다. 한식은 한치 물회, 밥과 반찬이 나오는데요. 맛이 좀 아쉽습니다. 나오는 빵은 완제품이고 빵보다는 밀가루에 가깝습니다. 과일은 키위가 변하지 않고 매일매일 나옵니다.",3,3,2019.08,골든튤립제주성산호텔,3,2019.08
983,슬기 신,"맛나 식당 바로 앞이라 예약했는데 정작 식당이 임시휴무로 닫는 바람에 못먹었네요 체크인,체크아웃시 친절하고 디럭스 객실로 룸 업그레이드 해줬으나 여전히 좁긴 좁아요. 하지만 가격이 매우 저렴하니 가성비가 쏟아진다고 생각합니다. 수영장 오픈해서 그런지 체크인시 음료 쿠폰도 2장 주는데 날씨가 안좋아서 가진 않았어요",3,5,2019.07,골든튤립제주성산호텔,3,2019.07
984,eva,"트리풀룸에 2일간 숙박 호텔컨디션이나 조식 모두 양호했으나, 인포메이션 인원이 1명밖에 배치되어있지않아 응대다 더딘것이 아쉬움 성산쪽 여행시 위치나 가격매우 양호",3,8,2019.01,골든튤립제주성산호텔,3,2019.01
985,Irene,"5성급 호텔이라 기대하고 방문했는데, 생각보다 별로였어요. 오래된 호텔로 리모델링 해서 내부는 깨끗하다고 이야기 들었었는데, 방구조는 옛날식이어서인지 좀 답답하고 좁은 느낌이었습니다. 수영장과 헬스장도 추가 비용을 내야했구요. 직원들도 친절한 느낌은 아니었어요. 산책로는 좋았지만 같은 가격이라면 다른 좋은 곳을 추천드려요.",2,0,2020.06,서귀포 칼 호텔,4,2020.05
986,JAEHHYUK,서귀포 에 위치한 또다른 코리언 에어라인 호텔 입니다. 문섬 과 범섬을 바라보고 있으며 조용하고아늑한 5성급 호텔 입니다. 서귀포 Kal 호텔의 지하 1층에 뷔페 레스토랑 샬레가 있으며 금요일 토요일에 디너 뷔페가 진행된답니다.,5,328,2019.12,서귀포 칼 호텔,4,2019.12
987,Yongseok P,장점 : 조식 중에 전복죽이 정말 괜찮아요. 침대나 침구류도 좋아요 단점 : 방이 좁고 방음이 최악이에요. 직원분들에 별로 친절하지 않다는 말도 많이 들었는데 막상 가보니까 제주도 분들 말투 때문에 오해가 있는게 아닐까 싶어요,3,8,2019.10,서귀포 칼 호텔,4,2019.10
988,JW Lee,그 외에도 예약할 때 사진에서 본 넓은 정원등이 마음에 들었으나 숙박중 비가 와서 정원 나들이는 하지 못했다. 룸컨디션이 괜찮았다. 온돌방은 한라산전망인데 개인적으로 괜찮았다. 조식은 메뉴도 다양하고 수준도 괜찮았다. 오래되었으나 관리가 잘된 전통있는 느낌의 호텔이었다. 다음에 다시 방문해볼 생각이 있다.,4,5,2019.08,서귀포 칼 호텔,4,2019.08
989,jung hyunsuk,시설은 오래 되었지만 관리는 깨끗한편입니다. 하우스메이트가 굉장히 친절했어요 . 작지만 야외 수영장도 있고 실내 수영장을 못가봤지만 .잘 놀다 왔어요 . 정원 가보진 않았지만 넓어서 보기 좋아요,4,0,2019.08,서귀포 칼 호텔,4,2019.07
990,victoria,리모델링하고 침구 랑 이론거도 좋은편이고 깨끗했어요. 끝방이었는데 해뜨는데 정면에 보이는 방이라 방에서 일출 구경 가능했구요. 여전히 층간 소음 있는데 그건 어찌 할수 없는거 같아요. 의자도 새거고 소파랑 테이블도 있고 욕조도 있는 욕실이라 편하게 잘 묵었어요. 엽서 비치되어있길래 썼는데 우표 무료로 부착해서 보내주신다더라구요. 산책로 좋아요.,5,76,2019.02,서귀포 칼 호텔,4,2019.02
991,Shadow,시설이 노후 되고 객실 리모델링을 하였으나 깔끔하지 않음 서비스는 더욱 최악. 매우 불친절 하네요. 간만에 휴식인데 기분 망쳤네요. 마일리지가 남아 스위트 예약하였으나 돈 내고는 절대 안갈듯.,1,0,2019.01,서귀포 칼 호텔,4,2019.01
992,T8354GWannak,리모델링 전에 묵고 이번 리모델링 후에 묵었습니다. 칼호텔의 매력은 넓은 정원이죠. 객실 참 깔끔하고 쾌적하게 리모델링 되었는데 로비 인테리어가 그대로여서 의아했습니다. 샹들리에처럼 오래된 전통을 보여주시려 한거면 물소가죽소파만 바꿔도 좀 모던해지지 않을까 싶습니다. 이정도 가성비에 특일급 호텔 묵는건 참 만족스럽습니다. 단 컨시어지 여자분께 근처 고기집 추천을 받았습니다. 어디가나 다 똑같다며 알고보니 호텔서 차타고 나가 처음 보이는 고깃집이더군요. 맛**기 라고. 장사 한지 얼마 안돼고 맛도 별로 심지어 주말저녁에 9시에 클로징하는 곳이면 말 다 했습니다. 여행갈때마다 인스타보다 호텔 컨시어지의 말을 따르는 편인데 ㅜ.ㅜ 업력 오래된 칼서귀포 정도면 근처 진짜 맛집 추천 리스트 컨시어지에 공유되어 있어야 하는건 아닌가요.,4,0,2019.01,서귀포 칼 호텔,4,2019.01
993,myeongmin,"친구와 숙소를 잡고 갔는데 업그레이드를 시켜주신다고 해서 갔습니다. 처음에 침대에 피인지 커피인지 얼룩이 묻어있더라구요. 그래서 남은 침대에 있는 이불이랑 바꿔서 잤는데 밤새 몸이 간지러워서 잠도 못자고 아침에 일어나니 다리와 팔에 벌레 물린 자국이 잔뜩이더군요,,,,, 이건 물린거 보니 모기도 아니고 진드기인지 뭔지 모르겠네요. 대체 위생을 어떻게 하시는건지ㅠ 기분좋게 여행가서 다녀와 고생만 하고있는데 답변 부탁드려요",1,0,2020.08,라마다 앙코르 제주 서귀포,4,2020.08
994,Carl Park,"가격대비 최고의 호텔 임. 4만원 중반대(조식 미포함)으로 약간 좁은 듯한 느낌이나, 혼자 혹은 둘이서 지내기는 충분 함. 시설에 대해 많이 신경썼고, 조식은 9천원인데 나름 괜찮았음.",5,2,2020.08,라마다 앙코르 제주 서귀포,4,2020.08
995,seonii,저렴해서 혼자나 친구들이랑 지내기 좋아요 다만 서귀포 신도시안에 있어서 거리상으로 안좋아요 중문이나 서귀포 시장쪽 다 멀어요 주변에 볼거리가 없어 차나 버스로 이동해야 해요 건물은 두동인데 비슷한거 같아요 이름은 달라요 헷갈리지 마세요 조식은 그냥 그래요 이동성으로 본다면 별로예요 저렴한 가격에 지내고 싶다 하심 가면 돼요,3,2,2019.02,라마다 앙코르 제주 서귀포,4,2019.02
996,gs8137,자그마한 이쁜 그런 호텔입니다. 충분히 다시가고 싶은 호텔~~~ 욕실 천정의 거뭇거뭇한 것이 조금 아쉽긴했지만 다른 곳은 만족입니다. 테라스 넘 좋았어요! 할인을 하나도 못받은게 아쉽긴 했지만 다음엔 꼭 할인 받고 갈게요~~~ㅎ,4,0,2020.10,스위트 호텔 제주,5,2020.10
997,daltagnan,9/2-5까지 3박했습니다. 개인풀장이 있는 패밀리풀 룸이고요. 1. 일단 직원숫자가 부족합니다. 호텔입구에 아무도 없어요. 그리고 프런트도 내방객에 비해 직원이 부족해요. 코로나로 인한 경영난 문제인지 아니면 어떤이유인지 소수 직원들이 하드캐리합니다. 직원수 부족은 손님들의 불편과 이어집니다. 2. 1번과 연결되어 그 소수직원들이 프로폐셔널도 부족합니다. 전문적이지 못하고 아르바이트 같은 느낌마져듭니다. 자유로운 분위기는 호텔 특성이라고 이해할 수 있는데. 자유스럽기만하고 전문적인 응대가 없어요. 제가 무슨 패키지인지. 그럼 무엇이 포함되어있는지. 몇인을 쥰비해야하는지. 언제 가져다줘야하는지. 요청한 이 모든것을 다 틀렸어요. 신기했어요. 3. 제가 있던 객실 상태는 양호 했습니다. 침구류 청소 상태도 무난했고 이부분은 만족합니다. 다만 코로나로 종이컵을 주는데 이상한 독한 화학약품 냄새가 납니다. 요즘 코로나로 종이컵 사용 호텔이 제법 있는데 이런 냄새는 첨이라 물을 마시는데... 아... 약먹는 기분. 4. 그럼에도 불구하고 별을 세개나 준 이유는 패밀리풀의 개별퓰장의 매력 때문입니다. 제주 스위트 호텔의 목적은 각자 다르겠지만... 저는 패밀리풀 아니면 이 호텔 안옵니다. 이용한다면 목적은 오로지 패밀리풀. 5. 총평하자면. 제가 호텔의 별을 평가할 자격은 없지만 별 두개 빼서 삼성급 호텔 수준으로 보입니다. 패밀리풀만 대만족.,3,3,2020.09,스위트 호텔 제주,5,2020.09
998,dapee123,"신라호텔과 롯데호텔 사이에 있어서 저평가를 받는듯 하나, 가격대비 최고라고 생각합니다. 깔끔하고 뷰도 좋고 편안한 느낌이 들어서 정말 좋았던 호텔입니다. 제주도 중문 갈일 있으면 다시한번 이곳에 머무르고 싶네요",5,0,2020.07,스위트 호텔 제주,5,2020.07
999,jns7830,너무친절하고 청결하여 2박 동안 편안하게 지내다 왔읍니다 조식도 너무 맛있고 모든시설이 아주좋았읍니다 수영장도 좋아요,5,0,2020.07,스위트 호텔 제주,5,2020.07
1000,infinity704,아침 조식 세팅이 맛스럽다 하여 신청할라했는데 다음날 일찍 체크아웃 하는 일정이라 못했어요... 그게 매우아쉬웠어요 룸도 깔끔하고 비좁지도 않았고 아주 좋았습니다.,5,0,2020.07,스위트 호텔 제주,5,2020.07
1001,swoony79,친절하고 편안히 쉬고 갑니다. 전기 포트가 더러웠는데 이야기하니 바로 교체해주셨습니다. 수영장이 조금 더 크고 아이들이 놀거리가 조금 있으면 좋았을텐데 아쉬웠습니다.,5,0,2020.07,스위트 호텔 제주,5,2020.07
1002,Jung hyun K,"고객이 요청하는 부분을 잘 듣고, 도와줄 수 없을때는 정확하게 전달을해서 고객이 다를 옵션이나 상황을 판단 할 수 있게 해주셔야 불만이 생겨도 고객이 책임을 질 부분이라고 생각합니다. 몸이 불편하신 어머님을 모시고 간 여행인데 여행중 최악의 객실에서 지냈던 경험으로 불효를 한 듯해서 더 최악이었습니다.",1,0,2020.07,스위트 호텔 제주,5,2020.07
1003,maryjane717,지인 추천을 받고 예약했으나 ... 어디 말도 못하고 답답한 마음에 피드백을 보내봅니다. 만약 저는 누군가에게 추천해줄 수 있을까를 고민하였으며 ... 이러한 상황을 피드백한다해서 어떻게 반영되고 어떤 회신을 줄수있으신지도 궁금합니다.,1,0,2020.07,스위트 호텔 제주,5,2020.07
1004,김대희,지인 추천을 받고 예약했으나 ... 어디 말도 못하고 답답한 마음에 피드백을 보내봅니다. 만약 저는 누군가에게 추천해줄 수 있을까를 고민하였으며 ... 이러한 상황을 피드백한다해서 어떻게 반영되고 어떤 회신을 줄수있으신지도 궁금합니다.회사 휴양소로 잘 이용하고 왔습니다 친구네 커플도 간다고하여 업그레이드후 사용했고 방은 작았지만 잘 잤네요 퇴실후 분실물 놓고온것도 연락주시거 택배로 보내주신다하여 감사합니다 다음에도 이용할수 있는 기회가 오길 기대하겠습니다,5,0,2020.07,스위트 호텔 제주,5,2020.07
1005,ralph0405,위치가 좋습니다. 패밀리풀룸 이용했는데 온수풀이라 변덕스러운 제주날씨와 코로나에 탁월한 선택이었다고 생각합니다. 식당은 제주 물가에 비해 가격이 싼편이나 맛과 퀄리티는 좀 아쉽습니다,4,0,2020.07,스위트 호텔 제주,5,2020.07
1006,ampower5499,전반적으로 좋은 환경이어서 앞으로도 계속 이용할 계획입니다. 청소 부분은 바닥과 화잘실 부분입니다. 화장실의 변기 물 내리는 것이 고장난 것처럼 사용하기 어려웠워요. 그리고 이불에서 냄새가 좀 난 것과 에어컨이 장시간 기다려야 조금 시원했습니다. 그외에 전반적으로 좋았습니다.,4,0,2020.06,스위트 호텔 제주,5,2020.06
1007,seul,"중문쪽 호텔단지 안에 있어 위치나 접근성이 매우 좋았습니다. 저는 패밀리 테라스룸에서 숙박했는데, 테라스가 너무 마음에 들었습니다. 수영장이나 헬스장, 호텔 내 산책로 등 타 부대시설은 주변 같은등급 호텔보다 많이 부족했지만 가격을 비교한다면 너무 훌륭하고 만족스러웠습니다. 또 객실고객 응대나 서비스면에서는 오히려 더 만족스러웠습니다.",4,0,2020.06,스위트 호텔 제주,5,2020.06
1008,mingwon98,안경끼고 마른 체형을 가진 남자직원분의 서비스태도와 유도리(융통성)이 불만족스러웟습니다 모처럼 제주도 여행간건데 스위트호텔 체크인하러가자마자 기분이 별로엿네요,3,0,2020.06,스위트 호텔 제주,5,2020.06
1009,dltpgus0329,"3인 가족여행 갔는데 아주 좋았어요 침실에서 보이는 정원 테라스가 마음에 들었답니다 비오면 사용 못한다고 하셨지만 와도 운치 있더라구요 일정 내내 비가 오지는 않아서요 객실 내부 상태도 깨끗했어요~ 위치도 옆에 신라, 롯데호텔 있었지만 그래서 낮이나 밤에도 풍경이 아주 좋았어요 숙소 근처에 바닷가에 서핑 하는 곳도 볼거리였어요 기회가 된다면 다음에도 또 가고 싶네요! 다만 밤에 각 객실 안에 테라스 정원에 조그만한 조명들이 켜지지 않아 아쉬웠답니다~ 6월 말에 가서 성수기가 아니여서 인지 모르겠지만요",5,0,2020.06,스위트 호텔 제주,5,2020.06
1010,handclap2020,스위트호텔제주에서 객실을 거의 종류별로 다 이용해 본거 같네요. 1년에 한번 이상은 제주 가는데 그때마다 1박은 이용하게되는거 같아요. 중문에서 위치는 좋고 가격대비 만족합니다. 조식은 아이땜에 늘 추가 하는데 내용면에선 아쉽긴 해요.,4,0,2020.06,스위트 호텔 제주,5,2020.06
1011,limjuri1989,전반적으로 직원분들리 친절하고 시설도 깨끗하여 즐거운 시간이였습니다. 다소 아쉬운 점은 지하에 있는 마사지샵이였어요. 우리 남편이 건장한 편이 였는데 할머니 마사지 선생님께서 당담하셨어요. 힘에 부치셨는지 서비스 품질이 다소 떨어졌다니 이야기를 들었습니다. 내담자의 신체적인 조건과 연령 성별을 고려한 마사지 담당자 선정이 중요할 듯합니다.,4,0,2020.06,스위트 호텔 제주,5,2020.06
1012,cherry10042020,위치도 좋았고 호텔도 가성비가 좋았습니다. 가족 4명이 함께 투숙할 수 있는 호텔이 잘 없어서 곤란 했는데 이 호텔은 4명이 한 룸을 사용할 수 있어 너무 좋았어요.,5,0,2020.06,스위트 호텔 제주,5,2020.06
1013,성원 방,"혼자 여행으로 2박 3일중에 두번째 숙소였습니다. 룸 배정 받고 테라스를 열어보니 멋진 가든뷰와 새소리가 반겨주더군요. 냉온 정수기도 있고, 전제적인 시설은 만족스러웠습니다. 다만, 밤에 조용히 바람을 맞으며 테라스에 앉아 고요함을 즐기려했는데 옆에 룸에서 테라스로 나와서 술판은.. ㅠㅠ 조식은 그저 그랬고요. 앞에 편의점도 있어서 좋았습니다.",4,2,2020.06,스위트 호텔 제주,5,2020.05
1014,SANGHYUK KANG,전반적으로 깨긋하고 좋았습니다. 하지만 화장실 비데가 잘 관리되고있다고 생각되지는 않습니다. 하지만 안락한 휴가를 보내게 되었어요. 참고로 조식은 생각보다는 별로... 종류도 적었고 맛도 그닥...,5,0,2020.05,스위트 호텔 제주,5,2020.05
1015,aaaaaaa0614,근처 숙소대비 가격도 저렴하면서 시설은 깔끔하고 좋았습니다. 주변이 조용해서 쉬기 좋고요 편의점도 바로 가까이 있어 편리합니다. 침구도 괜찮았고 수건도 넉넉하고 테라스도 좋았습니다. 아쉬운건 테라스 지붕이 없어 비 오는 날씨여서 이용이 불가했고 어매니티 품질은 양호한데 양이 좀 적습니다.,5,0,2020.05,스위트 호텔 제주,5,2020.05
1016,tac0747,중문콜택시라고 있습니다. 택시 요금에 콜비 천원만 더지급하면 원하는 장소까지 친절히 데려줍니다. 그리고 한잔하시고 다시 콜 불러서 호텔로 오시면 되죠,3,0,2020.05,스위트 호텔 제주,5,2020.05
1017,yhkim2020,"가족들과 함께 조용한 제주 여행에 좋아요. 깨끗하고, 친절한 직원들이며, 위치도 중문에서 접근성이 좋아요. 어차피 차로 가지만..",5,0,2020.05,스위트 호텔 제주,5,2020.05
1018,irene1105,"아이 둘과 함께한 여행으로 테라스벙커룸 선택은 완전 탁월!! 다른 방 아이들과 함께 뛰어놀 수 있고, 튼튼한 2층 침대는 부모의 걱정을 덜어주고, 아이들의 꿈을 넓혀줍니다.",5,0,2020.05,스위트 호텔 제주,5,2020.04
1019,nhhera,"패밀리룸에서 2박 하였는데 풀빌라같은 분위기로 잘 쉬고 왔습니다. 다만 아쉬운점은 유아동반 여행이였는데 5성급 호텔임에도 발받침대,유아변기가 준비안되어있어서 별하나 삭감했어요.",4,0,2020.05,스위트 호텔 제주,5,2020.05
1020,david66882020,"시설 좋고 뷰도 괜찮고 방안에 정수기 있어서 너무 편했네요 근데 방에 냉방같은 부분은저희 컨트롤하기도 어렵고, 객실 내 흡연금지인거는 알지만 테라스도 금지라서 흡연구역 가려고 하니 가는길까지 캐노피(지붕)이 없어서 가는길에 비 다 맞았네요ㅠ",3,0,2020.05,스위트 호텔 제주,5,2020.05
1021,hbm1020,부모님을 모시고 간 호텔이었습니다. 돈을 쓴만큼 완벽하게 만족했으면 좋았을텐데 부모님이 완전하게 편하시지 못한점이 아쉬웠습니다. 그렇지만 호텔도 넓고 조용하고 깨끗한점은 마음에 들었습니다.,4,0,2020.05,스위트 호텔 제주,5,2020.05
1022,corri2020,좁은 객실도 아쉽고 전반적으로 시설이 낙후되어 보임 5성급호텔의 타이틀이 어울리지 않음 요즘 신규호텔도 많은데 타신지석으로 삼길 바람,2,0,2020.05,스위트 호텔 제주,5,2020.04
1023,youjin2047,정말 다녀와서 주변지인들께 강력하게 추천했습니다. 조용하게 힐링하기 너무 좋았고 여유롭게 지금 가지못하는 해외의 기분을 느끼며 힐링 할 수 있었습니다. 직원분들도 친절하셔서 감사했습니다.,5,0,2020.05,스위트 호텔 제주,5,2020.04
1024,rnbomi,"객실도 깔끔하고 너무 좋았습니다, 조식도 너무 맛있었구요 다음에 또 가고싶네요 듀플렉스 룸이었는데 다음에 패밀리 풀 꼭 한번 가고싶어요",5,0,2020.05,스위트 호텔 제주,5,2020.04
